2529985,41067378,2018-11-30 00:00:00,01/02/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Parking Lot/Garage,10301.0,44 WILLIS AVENUE,WILLIS AVENUE,FIEDLER AVENUE,AVON PLACE,,,ADDRESS,STATEN ISLAND,,,Closed,12/30/2018 12:01:52 AM,01/02/2019 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,961429.0,170915.0,Unspecified,STATEN ISLAND,,,,,,,,40.635769375649325,-74.08222363586687,"(40.635769375649325, -74.08222363586688)"
2529986,41070980,2018-11-30 00:00:00,12/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10309.0,57 WESTFIELD AVENUE,WESTFIELD AVENUE,KUNATH AVENUE,WINANT AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,12/30/2018 12:14:53 PM,12/27/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,923845.0,139720.0,Unspecified,STATEN ISLAND,,,,,,,,40.549969065625106,-74.2173588109884,"(40.54996906562511, -74.2173588109884)"
2529987,41069625,2018-11-30 00:00:00,12/21/2018 03:59:18 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10002.0,132 ALLEN STREET,ALLEN STREET,DELANCEY STREET,RIVINGTON STREET,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 01:43:05 PM,12/21/2018 03:59:18 PM,03 MANHATTAN,MANHATTAN,987036.0,201592.0,Unspecified,MANHATTAN,,,,,,,,40.71999975668961,-73.98994940957728,"(40.71999975668961, -73.98994940957728)"
2529988,41076903,2018-11-30 00:00:00,11/30/2018 12:40:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Support Bracket,,10012.0,,,,,BOWERY,PRINCE STREET,INTERSECTION,NEW YORK,,,Closed,,11/30/2018 12:40:00 AM,02 MANHATTAN,MANHATTAN,986118.0,202450.0,Unspecified,MANHATTAN,,,,,,,,40.72235500110373,-73.99326088787544,"(40.72235500110373, -73.99326088787544)"
2529989,41062823,2018-11-30 00:00:00,12/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Other (Explain Below),10003.0,30 COOPER SQUARE,COOPER SQUARE,EAST 5 STREET,EAST 6 STREET,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 01:15:29 AM,12/21/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,986744.0,204528.0,Unspecified,MANHATTAN,,,,,,,,40.72805845217035,-73.99100172155394,"(40.72805845217035, -73.99100172155394)"
2529990,41076101,2018-11-30 00:00:00,12/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10467.0,3639 BARNES AVENUE,BARNES AVENUE,EAST 214 STREET,EAST 215 STREET,,,ADDRESS,BRONX,,,Closed,12/30/2018 09:53:40 AM,12/10/2018 12:00:00 AM,12 BRONX,BRONX,1022535.0,259710.0,Unspecified,BRONX,,,,,,,,40.87943515186355,-73.86155429785856,"(40.87943515186355, -73.86155429785856)"
2529991,41071786,2018-11-30 00:00:00,12/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,10465.0,3100 HARDING AVENUE,HARDING AVENUE,PRENTISS AVENUE,REYNOLDS AVENUE,,,ADDRESS,BRONX,,,Closed,12/30/2018 08:18:16 AM,12/10/2018 12:00:00 AM,10 BRONX,BRONX,1037402.0,236952.0,Unspecified,BRONX,,,,,,,,40.816894294574155,-73.80797300881797,"(40.816894294574155, -73.80797300881797)"
2529992,41070822,2018-11-30 00:00:00,12/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10467.0,3639 BARNES AVENUE,BARNES AVENUE,EAST 214 STREET,EAST 215 STREET,,,ADDRESS,BRONX,,,Closed,12/30/2018 09:51:12 AM,12/10/2018 12:00:00 AM,12 BRONX,BRONX,1022535.0,259710.0,Unspecified,BRONX,,,,,,,,40.87943515186355,-73.86155429785856,"(40.87943515186355, -73.86155429785856)"
2529993,41069745,2018-11-30 00:00:00,12/10/2018 04:51:55 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10461.0,3555 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ROBERTS AVENUE,BRUCKNER EXPWY WB EN BUHRE AVE,,,ADDRESS,BRONX,,,Closed,12/30/2018 11:10:57 PM,12/10/2018 04:51:55 PM,10 BRONX,BRONX,1031980.0,248204.0,Unspecified,BRONX,,,,,,,,40.84780869783529,-73.82748144004533,"(40.84780869783529, -73.82748144004533)"
2529994,41075527,2018-11-30 00:00:00,12/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10463.0,511 WEST  235 STREET,WEST  235 STREET,RIVERDALE AVENUE,CAMBRIDGE AVENUE,,,ADDRESS,BRONX,,,Closed,12/30/2018 12:55:16 PM,12/17/2018 12:00:00 AM,08 BRONX,BRONX,1009750.0,261815.0,Unspecified,BRONX,,,,,,,,40.885258917505716,-73.90777918635119,"(40.88525891750572, -73.90777918635118)"
2529995,41073421,2018-11-30 00:00:00,12/12/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10458.0,2380 HUGHES AVENUE,HUGHES AVENUE,,,,,LATLONG,BRONX,,,Closed,12/30/2018 10:19:07 AM,12/12/2018 12:00:00 AM,Unspecified BRONX,BRONX,1015459.0,250684.0,Unspecified,BRONX,,,,,,,,40.8546894064053,-73.88718443869269,"(40.8546894064053, -73.88718443869269)"
2529996,41070003,2018-11-30 00:00:00,12/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11364.0,227-25 56 AVENUE,56 AVENUE,CLOVERDALE BOULEVARD,228 STREET,,,ADDRESS,Oakland Gardens,,,Closed,12/30/2018 11:04:49 AM,12/17/2018 12:00:00 AM,11 QUEENS,QUEENS,1052600.0,214365.0,Unspecified,QUEENS,,,,,,,,40.75479474069313,-73.75329591030777,"(40.75479474069313, -73.75329591030776)"
2529997,41074881,2018-11-30 00:00:00,12/04/2018 03:24:59 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10472.0,1349 STRATFORD AVENUE,STRATFORD AVENUE,EAST 172 STREET,EAST 174 STREET,,,ADDRESS,BRONX,,,Closed,12/30/2018 07:41:56 PM,12/04/2018 03:24:59 PM,09 BRONX,BRONX,1018456.0,242776.0,Unspecified,BRONX,,,,,,,,40.832973182069566,-73.87639111311755,"(40.83297318206956, -73.87639111311755)"
2529998,41073415,2018-11-30 00:00:00,12/13/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11226.0,636 EAST   21 STREET,EAST   21 STREET,DITMAS AVENUE,NEWKIRK AVENUE,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 07:30:56 PM,12/13/2018 12:00:00 AM,14 BROOKLYN,BROOKLYN,995968.0,171916.0,Unspecified,BROOKLYN,,,,,,,,40.63853855406145,-73.95777851783348,"(40.63853855406145, -73.95777851783349)"
2529999,41069737,2018-11-30 00:00:00,12/04/2018 03:24:31 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10473.0,712 HARDING PARK,HARDING PARK,,,,,LATLONG,BRONX,,,Closed,12/30/2018 07:37:25 PM,12/04/2018 03:24:31 PM,Unspecified BRONX,BRONX,1023865.0,233154.0,Unspecified,BRONX,,,,,,,,40.80654093336517,-73.85690165446688,"(40.80654093336517, -73.85690165446688)"
2530000,41070833,2018-11-30 00:00:00,12/13/2018 09:55:39 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,11233.0,24 PLEASANT PLACE,PLEASANT PLACE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 04:19:55 PM,12/13/2018 09:55:39 AM,16 BROOKLYN,BROOKLYN,1009222.0,185854.0,Unspecified,BROOKLYN,,,,,,,,40.67676783244181,-73.90997103749335,"(40.67676783244181, -73.90997103749335)"
2530001,41077512,2018-11-30 00:00:00,12/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11694.0,450 BEACH  129 STREET,BEACH  129 STREET,NEWPORT AVENUE,CRONSTON AVENUE,,,ADDRESS,Rockaway Park,,,Closed,12/30/2018 11:22:47 AM,12/10/2018 12:00:00 AM,14 QUEENS,QUEENS,1026028.0,150176.0,Unspecified,QUEENS,,,,,,,,40.57877602334221,-73.84960304336057,"(40.57877602334221, -73.84960304336056)"
2530002,41075801,2018-11-30 00:00:00,12/07/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11377.0,69-03 WOODSIDE AVENUE,WOODSIDE AVENUE,,,,,LATLONG,WOODSIDE,,,Closed,12/30/2018 07:49:33 AM,12/07/2018 12:00:00 AM,Unspecified QUEENS,QUEENS,1013218.0,209941.0,Unspecified,QUEENS,,,,,,,,40.742868709604465,-73.89546105245691,"(40.742868709604465, -73.8954610524569)"
2530003,41074143,2018-11-30 00:00:00,12/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10457.0,1534 SELWYN AVENUE,SELWYN AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,,Closed,12/30/2018 11:20:57 AM,12/11/2018 12:00:00 AM,04 BRONX,BRONX,1009045.0,245777.0,Unspecified,BRONX,,,,,,,,40.84124148846542,-73.9103881542057,"(40.84124148846542, -73.9103881542057)"
2530004,41069982,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11103.0,30-64 34 STREET,34 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,Astoria,,,Closed,12/30/2018 02:20:25 PM,12/05/2018 12:00:00 AM,01 QUEENS,QUEENS,1006337.0,217710.0,Unspecified,QUEENS,,,,,,,,40.76421249687992,-73.92026748694738,"(40.764212496879914, -73.92026748694737)"
2530005,41069659,2018-11-30 00:00:00,12/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10075.0,516 EAST   78 STREET,EAST   78 STREET,YORK AVENUE,CHEROKEE PLACE,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 10:41:03 PM,12/10/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,998109.0,219919.0,Unspecified,MANHATTAN,,,,,,,,40.770292355479114,-73.94996542371358,"(40.77029235547912, -73.94996542371358)"
2530006,41077334,2018-11-30 00:00:00,12/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10007.0,253 BROADWAY,BROADWAY,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 06:39:34 PM,12/06/2018 12:00:00 AM,01 MANHATTAN,MANHATTAN,982292.0,199138.0,Unspecified,MANHATTAN,,,,,,,,40.713264336808884,-74.00706283828309,"(40.713264336808884, -74.00706283828309)"
2530007,41077283,2018-11-30 00:00:00,12/07/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11231.0,97 2 PLACE,2 PLACE,CLINTON STREET,COURT STREET,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 02:44:17 PM,12/07/2018 12:00:00 AM,06 BROOKLYN,BROOKLYN,984907.0,186876.0,Unspecified,BROOKLYN,,,,,,,,40.67960818952624,-73.99763128555148,"(40.679608189526235, -73.99763128555148)"
2530008,41074696,2018-11-30 00:00:00,12/07/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11233.0,55 BAINBRIDGE STREET,BAINBRIDGE STREET,DEAD END,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 02:33:35 PM,12/07/2018 12:00:00 AM,03 BROOKLYN,BROOKLYN,1002312.0,187217.0,Unspecified,BROOKLYN,,,,,,,,40.68052575386256,-73.93487928009961,"(40.68052575386256, -73.93487928009961)"
2530009,41071806,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206.0,12 VERNON AVENUE,VERNON AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,12/30/2018 02:13:05 PM,12/05/2018 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,997642.0,192158.0,Unspecified,BROOKLYN,,,,,,,,40.694095961150204,-73.9517066690325,"(40.6940959611502, -73.9517066690325)"
2530010,41071566,2018-11-30 00:00:00,12/07/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11233.0,32 RADDE PLACE,RADDE PLACE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 10:52:27 AM,12/07/2018 12:00:00 AM,16 BROOKLYN,BROOKLYN,1007930.0,185859.0,Unspecified,BROOKLYN,,,,,,,,40.67678510671527,-73.91462893054118,"(40.676785106715265, -73.91462893054118)"
2530011,41071556,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206.0,511 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 06:58:31 AM,12/05/2018 12:00:00 AM,03 BROOKLYN,BROOKLYN,998280.0,192071.0,Unspecified,BROOKLYN,,,,,,,,40.69385617790416,-73.9494061379861,"(40.69385617790416, -73.9494061379861)"
2530012,41070576,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206.0,236 MONTROSE AVENUE,MONTROSE AVENUE,BUSHWICK AVENUE,BUSHWICK PLACE,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 09:36:53 PM,12/05/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,1001048.0,197112.0,Unspecified,BROOKLYN,,,,,,,,40.70768771925879,-73.93941182761522,"(40.7076877192588, -73.93941182761522)"
2530013,41076379,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11209.0,149 MARINE AVENUE,MARINE AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,12/30/2018 11:22:57 PM,12/05/2018 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,974457.0,163948.0,Unspecified,BROOKLYN,,,,,,,,40.616670409679735,-74.03527389602887,"(40.616670409679735, -74.03527389602888)"
2530014,41074322,2018-11-30 00:00:00,12/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11385.0,1645 DECATUR STREET,DECATUR STREET,WYCKOFF AVENUE,CYPRESS AVENUE,,,ADDRESS,Ridgewood,,,Closed,12/30/2018 09:52:45 AM,12/04/2018 12:00:00 AM,05 QUEENS,QUEENS,1011720.0,192566.0,Unspecified,QUEENS,,,,,,,,40.69518332555332,-73.90093789926226,"(40.695183325553316, -73.90093789926227)"
2530015,41073404,2018-11-30 00:00:00,12/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11432.0,91-19 172 STREET,172 STREET,91 AVENUE,JAMAICA AVENUE,,,ADDRESS,Jamaica,,,Closed,12/30/2018 08:38:35 PM,12/06/2018 12:00:00 AM,12 QUEENS,QUEENS,1042999.0,197403.0,Unspecified,QUEENS,,,,,,,,40.70830735209846,-73.78809793936425,"(40.708307352098444, -73.78809793936425)"
2530016,41073361,2018-11-30 00:00:00,12/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11432.0,169-04 88 AVENUE,88 AVENUE,169 STREET,170 STREET,,,ADDRESS,Jamaica,,,Closed,12/30/2018 03:43:39 PM,12/06/2018 12:00:00 AM,12 QUEENS,QUEENS,1041795.0,198036.0,Unspecified,QUEENS,,,,,,,,40.710052694535534,-73.79243522648956,"(40.71005269453554, -73.79243522648956)"
2530017,41071898,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11209.0,91 GELSTON AVENUE,GELSTON AVENUE,88 STREET,90 STREET,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 11:26:58 AM,12/05/2018 12:00:00 AM,10 BROOKLYN,BROOKLYN,976745.0,164802.0,Unspecified,BROOKLYN,,,,,,,,40.61901669578,-74.02703358441853,"(40.61901669578, -74.02703358441853)"
2530018,41075487,2018-11-30 00:00:00,12/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10028.0,226 EAST   83 STREET,EAST   83 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 02:57:17 PM,12/05/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,996807.0,222196.0,Unspecified,MANHATTAN,,,,,,,,40.7765440689315,-73.95466172497999,"(40.7765440689315, -73.95466172497999)"
