example1_x	example1_y	example2_x	example2_y	example3_x	example3_y	example4_x	example4_y	example5_x	example5_y	example6_x	example6_y	example7_x	example7_y	example8_x	example8_y	example9_x	example9_y	example10_x	example10_y	example11_x	example11_y	example12_x	example12_y	example13_x	example13_y
33.02407002	24.46783039	53.70377593	66.38948204	53.77146068	79.30293164	53.0769	55.641	52.52055249	51.5024421	53.0427983	50.48750387	58.21000827	68.04453807	46.98828335	55.42063673	50.19895895	52.22502959	39.61754583	62.92518796	50.20525897	57.92421717	66.12914983	61.64371789	57.13485535	53.8779658
39.70632617	84.2752871	63.06749989	64.03500046	56.45143367	79.24710702	56.6667	56.0256	52.34282206	51.86195209	56.6189103	50.50337402	56.60890766	70.40894609	52.42152316	47.86700549	55.76158737	54.03051724	43.23308466	63.16521872	50.43531516	56.43932247	65.79065188	55.94537372	54.17124157	58.0598079
45.59648495	9.763348849	62.04803251	63.84586325	66.0937202	77.01781826	59.2308	57.9487	51.92759021	52.25779061	70.56828982	50.49623612	52.83382053	72.55188627	64.09099819	68.65098501	58.32313965	60.03105916	64.89278794	65.81417676	69.5057889	59.28492483	67.50178061	60.85022747	50.94238231	62.09739394
42.96804691	17.9454584	59.83996671	64.47676444	56.92583942	79.20631862	61.2821	62.1795	52.71377449	51.19794432	67.87088729	70.06802613	61.81858546	76.11282402	63.01687176	68.22525891	70.17145753	70.28222124	62.49014932	74.58428961	69.53407098	64.89297733	67.62951422	61.42910607	66.51292446	59.07128185
52.49440678	16.0511142	55.16094182	65.23730817	58.98825385	78.91725896	61.5385	66.4103	50.44380279	82.94182882	58.82154659	70.45578175	61.72763341	77.06923841	67.30257792	64.41346272	60.60027647	59.75330888	68.98808443	63.23214731	69.51010693	61.32962443	63.91006406	62.97233493	64.3979095	56.1748754
46.08227578	23.11045782	61.27978658	65.7664025	57.90226605	79.08086782	61.7949	69.1026	50.21669503	83.75234297	60.18692784	70.48355125	62.19225208	76.15681921	67.22595689	62.47641053	63.76027502	61.18564117	62.10561863	75.99087076	69.52632289	56.99527913	66.54935797	67.72558866	68.68659329	62.23734399
74.24770821	20.31418781	60.83491753	64.60376971	64.81286696	77.48693892	57.4359	55.2564	52.18418011	51.97525067	59.43551748	50.42063261	58.11876586	73.11896147	50.30998872	47.26788186	54.38949526	53.81190123	32.46184674	62.88190292	49.94723996	48.22957673	64.05154171	48.82009398	65.02779371	57.09625735
64.56826419	83.6396339	61.52059065	64.79185504	60.34979352	78.72944587	54.8718	49.8718	52.79209735	51.07339565	49.58584348	50.43498138	58.27041238	35.59689504	45.41263892	53.87079769	55.24129699	52.59357463	41.32720065	49.07025127	50.06310413	58.08503756	68.19328958	46.54354081	53.30450317	40.88384455
74.02169391	76.12827451	36.91654386	41.09524744	48.89055576	16.80654352	52.5641	46.0256	52.58971986	51.3380902	41.77974178	50.47064228	59.76653031	32.6212516	54.02060718	47.26989721	49.07012675	48.89694468	44.00714993	46.44967378	50.48990237	39.20541197	65.2783892	44.82035293	52.94517809	40.38462569
62.39118056	5.623070761	38.50219967	41.56715562	47.54950635	17.07140452	48.2051	38.3333	52.02884867	52.1768375	46.12768634	30.44941078	52.53553472	27.17412294	49.84202225	50.57655229	46.01811902	46.25772337	44.07406069	34.55320389	49.68886384	42.01851441	34.99766139	28.63299394	45.2257382	30.55522592
74.18903668	68.13358322	48.66437073	30.68066685	30.88943083	26.32903723	49.4872	42.1795	52.72924658	51.20176505	38.03378377	50.49089952	50.89252158	29.14528394	50.71329957	48.77228678	44.75958744	41.97460661	44.00131524	33.90420735	50.33348111	43.58867148	33.92376617	53.55868852	50.84330462	37.7446281
28.23678194	56.13959645	50.2852524	30.33792211	28.97283572	29.05046892	51.0256	44.1026	52.88431329	50.44143545	44.54684128	50.41591338	49.96755118	28.46020333	55.04555491	45.98627275	51.60062413	50.03246689	45.00630045	38.29901955	50.44675142	57.23058894	66.00445437	52.68466915	49.65929394	36.27344274
75.77193879	69.82923003	42.27633267	34.52763612	35.16136075	22.78684965	45.3846	36.4103	52.50930089	51.41620515	46.2381176	30.49561294	51.34788323	27.36426023	37.54370126	32.88402447	36.46588202	35.52418761	44.44384061	36.0190833	50.4209092	43.3479569	37.02325625	32.11848168	47.14278893	32.02506417
75.85522947	62.51704429	54.03177562	29.67234831	45.87036917	17.48939337	42.8205	32.5641	50.86268433	17.14563109	49.73974533	30.47272489	37.55511629	24.53766384	39.79589781	28.44321912	33.39479873	35.01680131	42.1787134	26.49211948	50.37405205	32.91824062	34.69827009	36.47535413	41.27005653	21.72181715
65.97085702	72.744856	37.32935526	39.60204231	32.83142061	24.79753815	38.7179	31.4103	50.89149225	17.14132373	39.11025189	30.47869518	39.19959418	23.68049566	28.52339102	39.79666625	37.58007157	38.8315722	44.04456562	35.66223828	30.47682991	39.42460559	34.86344417	30.93927452	47.13012716	31.30990292
21.77804048	6.616625307	41.38952255	37.29605623	39.48557479	20.03305005	35.1282	30.2564	25.8551276	17.08190869	39.14283779	30.79285594	36.3827222	25.23800523	31.399646	39.26526322	36.61972206	36.81141411	41.64045402	27.09309542	30.50347435	38.34855614	31.09006508	32.38375472	40.91597158	23.54159239
67.75979625	72.42120153	40.07466666	34.6236852	33.44618293	24.19064341	32.5641	32.1795	26.02564455	16.92501353	34.62547027	30.49974103	41.10069438	26.55261322	39.24156522	33.36141668	36.16346644	33.8193142	41.93833001	24.99152298	30.50483493	28.77148799	34.92130615	35.41843805	38.66016397	21.68954964
78.61719534	52.57525731	35.34968062	47.14107313	21.86358128	46.05259335	30	36.7949	27.89317272	50.66196341	34.75420747	30.495865	28.21781182	28.28029248	27.71405657	42.25005163	33.16775703	31.24774117	44.05392751	33.55639249	30.46221846	32.75047203	30.34336118	32.52456317	42.61255083	24.19505377
68.50770819	15.45691897	34.76370042	47.62479992	25.16587084	35.76661395	33.5897	41.4103	27.63996794	51.39909748	36.75370024	50.5293043	33.79707204	28.69975074	32.96070352	35.82311129	42.64498293	40.15432164	39.20671933	51.5337157	30.49130262	43.56137408	35.48332887	44.49163493	41.2090395	24.12870919
74.88502116	25.41660632	37.02662945	44.46229305	22.95947898	51.28770679	36.6667	45.641	27.8926589	50.79528152	37.01935129	50.4926667	43.91938731	27.79784459	35.40473624	31.9391622	47.22502527	44.57564662	28.70444923	61.7775254	30.44965384	44.995123	33.23491043	38.50248372	50.64922115	37.48379074
66.45490366	19.83662865	36.45556953	40.79184303	25.58605524	60.84658336	38.2051	49.1026	52.79773294	50.68603709	41.41711528	50.46977342	44.41640111	28.94769233	51.64222642	50.83834068	48.392363	50.33152856	31.7086629	58.83775437	30.48599422	47.34794647	35.43994362	47.79751769	52.13190194	39.36460208
77.3178021	48.39834644	35.53766421	48.72938687	26.31431007	33.2971681	29.7436	36.0256	27.58063881	51.52476126	22.81710748	30.43604034	28.03760277	26.80382436	34.20762084	33.59380544	27.2451932	29.81950745	42.81171147	30.02044842	30.50207679	36.44121292	33.87350952	37.05602845	39.79727127	16.08354965
58.91246032	75.66775622	20.40894789	32.20303042	33.03730125	24.56446249	29.7436	32.1795	26.49139853	17.40539097	34.80070146	30.49793139	31.68957613	26.66640021	36.52348922	35.67104839	30.40431434	29.07953992	43.30061489	31.5264262	30.47805889	28.02058049	28.5641378	34.62639972	43.54988148	24.30721094
57.61744782	8.194800603	23.49571047	25.32246815	36.46888948	21.87611447	30	29.1026	25.98531782	17.20372213	27.8918898	30.48497026	27.27961285	19.25728097	28.41920213	21.31574825	30.08079929	27.58802552	40.39863291	16.34700838	30.50116088	38.31413856	31.31954867	31.66399053	36.71466334	17.38180986
76.0882258	59.67993002	29.55754336	21.36477746	26.5135531	32.91874982	32.0513	26.7949	26.20141928	17.09382391	32.87063916	30.50234175	31.22187836	26.44085578	26.16049694	23.04223147	33.98063397	35.03305815	40.43569158	20.23267068	30.50477302	26.41662567	30.79617438	23.51903436	37.22461013	17.98006448
57.46605055	1.504418175	33.00823391	15.98507146	36.02709121	22.19543854	35.8974	25.2564	25.85756947	17.11384266	37.79404941	30.49263834	33.5458051	20.0807081	40.4353274	27.64007114	34.25061176	34.44158657	40.93654667	16.91300484	30.50911533	22.82554712	34.23335543	22.4959116	40.51244785	22.96221457
79.42838349	45.21079429	53.98039918	29.35098671	42.68104041	18.5425362	41.0256	25.2564	50.70468436	17.02374454	35.6673163	30.52203505	39.73633061	23.49480698	44.54495531	27.36224262	51.14118357	20.61832378	39.66157367	15.60935558	50.11563217	16.69400655	36.63078771	31.47683126	40.22206279	20.6146217
76.35652215	10.41824113	52.2343086	29.71167299	45.04107713	17.73451773	44.1026	25.641	50.81197535	17.11492526	48.4422995	30.50172278	42.84184265	20.33390044	40.1237272	30.07316194	49.89959207	19.56408354	40.89925918	20.79852895	50.44830134	21.64025646	34.5486191	26.11108787	44.12496121	23.36624529
64.40507526	78.58417608	59.50307661	30.66967394	47.35241646	17.13474543	47.1795	28.718	50.56484556	17.07777732	58.66937326	30.50683789	47.09372989	26.99347063	42.18480645	28.57367473	55.58987734	26.29924511	41.96861683	26.4970726	50.17317743	29.17786439	37.5196356	29.26760589	42.3462616	24.55832694
40.63504181	73.39475037	41.16378107	34.31575825	53.84619403	16.3873181	49.4872	31.4103	50.93930391	16.98102188	47.91695544	30.48672575	51.45365835	26.02294175	40.00265929	27.48751	55.48205636	22.82746624	40.38340582	21.39122552	49.92274192	38.44047291	62.42569733	34.04420627	44.18908437	28.77262547
43.94986459	75.95871567	48.99304012	32.03035884	55.12963938	16.35324687	51.5385	34.8718	50.45885484	17.03857897	51.89416639	30.49475568	49.36770682	22.0055807	57.12523105	42.73901914	63.57293938	32.93861761	56.53812645	32.44424547	50.31129937	26.86048827	64.32038379	31.78562948	45.81424531	31.05697967
30.99622058	71.69440494	59.26928032	29.64070177	52.18811996	16.41821747	53.5897	37.5641	52.90136407	50.69056272	51.74908916	30.47299334	48.25348097	29.27085553	60.37574497	41.356458	59.02507708	28.32208588	52.97069128	29.04019669	50.39940961	38.96383892	65.44553251	43.27349919	46.64311927	31.40721906
68.23076899	80.87250166	45.469177	33.83119273	58.67266308	16.66337243	55.1282	40.641	52.68495344	51.29446922	58.246553	50.44287449	61.00295976	30.01531443	55.10589613	46.14905106	62.42377859	33.48659529	54.62095259	30.34452445	50.33736264	40.91338614	64.32563159	41.61597638	52.1898883	39.36779649
72.04638946	12.91800673	62.69126654	30.29037383	82.1443116	33.19522187	56.6667	42.1795	52.50008894	51.59435617	57.31069687	50.48251329	60.8065608	27.86831349	61.73727102	38.58484401	47.8499077	48.55662465	65.09904439	27.24155756	50.2023181	47.212948	65.2643382	35.71754478	51.10031736	38.09569998
46.59276797	84.97238278	73.42867087	48.57785513	75.68657114	24.74151039	59.2308	44.4872	51.83563726	52.33576553	67.96804811	50.45215891	59.06742702	26.78828402	55.74124432	46.65357698	52.26856168	52.8052402	63.05599091	29.70909567	50.27493261	49.62349934	66.38870418	38.84474434	65.40083415	42.61403204
49.25721834	81.88140323	70.84642611	52.28225333	85.3449645	52.88641987	62.3077	46.0256	76.9954121	52.04552865	65.94931927	50.49424079	61.41463372	31.03937506	58.29640842	41.58319773	68.85102158	39.57343427	70.96013623	41.25950129	69.49438031	52.61241071	68.19142282	45.16948648	64.85203983	43.13373484
42.78176125	12.99118843	71.53901985	45.52180616	83.84465351	58.61606023	64.8718	46.7949	77.31060048	51.74673004	55.74709281	50.4789748	68.93436947	31.61989309	57.04254822	42.41875774	65.67639603	35.10931543	69.89581924	43.45375927	69.51933976	47.38453371	68.54066245	48.43852634	63.40380601	44.84749369
65.4759522	14.27458564	67.62086589	38.00655847	85.66476066	45.54275277	67.9487	47.9487	77.92604434	50.31866042	68.40301004	50.49862723	63.06524386	34.23574659	76.77561121	55.2545987	77.74688511	47.37182411	70.59589286	41.96474387	69.52918261	57.84126668	67.66143127	51.06858459	65.37154887	42.69597132
71.96508265	17.71023594	72.47095256	51.12213482	77.93100493	68.69006188	70.5128	53.718	77.25438834	51.46182482	76.69646563	50.49383056	72.27252287	67.64444379	71.88707726	59.26699262	80.35293412	47.80029889	69.64702143	44.04444502	69.4957555	58.78507316	68.67551605	50.46523481	61.9080397	53.19035207
32.14646234	43.48170944	64.81223756	62.81091559	73.03183302	73.12057473	71.5385	60.641	76.2431578	52.12368985	67.21483712	70.26002844	75.35988197	75.42161458	73.78837307	58.62081212	60.33758649	63.03495933	77.39298249	63.37145906	69.19905771	60.41895732	69.08170998	55.4740531	71.826653	65.68623036
31.8384977	71.81216539	60.85367987	65.49914703	70.1028045	75.68320685	71.5385	64.4872	77.08448437	51.9671367	72.30200573	70.22043738	72.83362587	72.11469381	75.13968473	54.24455218	61.65872333	64.10002348	64.40078719	67.44871845	69.55109144	58.40109827	69.04871649	66.36604575	72.65462316	66.87827761
31.00525826	40.68250301	67.78949616	61.36370155	57.14469469	79.19410259	69.4872	69.4872	75.2280532	82.98566202	66.76325739	70.47386171	70.81041484	79.35046183	64.59631891	65.95251293	71.54503899	72.65771633	63.86895983	70.21373883	69.50668432	68.08446679	67.30822338	71.59029658	76.88857816	72.16547208
80.47089432	49.50214835	41.60955727	83.84868656	46.96246199	78.666559	46.9231	79.8718	50.65835477	83.11447934	51.68030044	89.99702755	45.80193476	81.65826775	46.90953863	85.60226116	49.04095664	77.36258327	56.59442132	86.92700622	50.44411755	75.01329951	38.71489941	76.39697782	43.74461968	71.26796108
71.96416711	41.87428267	53.00302532	84.6747986	50.56493381	79.07729855	48.2051	84.1026	50.20336581	82.98265686	53.09655736	89.54024371	45.83502017	82.74259199	46.9051032	81.56564241	51.88688802	80.11360769	56.53133729	87.49981107	50.46722938	90.28146451	35.54809488	89.30497584	39.05424844	83.1190207
78.07942144	93.13331677	54.71417106	84.04312807	53.71967657	79.30693617	50	85.2564	50.9295477	82.84604113	42.24229294	89.70857859	40.07880645	80.24718526	49.80698774	82.08502559	57.96898144	85.35604573	59.65215837	87.80946159	50.21088198	80.94177171	36.71067294	86.074967	39.93167463	79.939188
41.67759577	30.20126408	44.29166872	82.90944121	54.20023232	79.32500234	53.0769	85.2564	50.17867185	83.18462233	56.23387566	89.63530816	51.9829247	82.20438347	48.86324182	83.15835749	54.85566465	83.78339767	56.6365087	85.63749556	50.20540696	90.6405359	64.91266244	87.64579606	39.76282611	76.40596745
65.95359519	31.14740608	49.19172196	85.87622912	47.87519834	78.67585343	55.3846	86.0256	50.42269806	82.90990147	54.68098658	89.96459946	57.33790605	84.99951887	66.7481899	84.00483417	54.13319546	83.79399608	58.672288	90.07716031	50.43829066	92.35476027	66.06413574	89.20866858	41.32338329	80.2118686
62.93445937	31.9163907	53.10138178	84.54765869	51.47345851	79.159867	56.6667	86.0256	50.46422483	82.93532841	57.90268661	89.61840173	62.33623276	83.2465679	62.35976628	90.24365992	51.30882526	80.13639116	58.22161273	90.41101877	50.37351885	82.21920572	64.93592948	87.07213812	41.78732323	83.98807799
64.37379798	28.86258341	51.59984815	84.81982149	52.75122222	79.29365993	56.1538	82.9487	50.44927033	83.96992038	51.82026255	89.8341304	58.50591009	81.74558634	47.3748965	83.47155552	61.12039438	88.70405291	57.91466448	89.95380277	50.25368369	81.74382872	67.02655071	76.22251533	39.75564907	79.65709664
72.50932836	39.54013025	54.37972195	84.24035555	48.562223	78.78238353	53.8462	80.641	49.92838028	82.99366549	56.82839534	89.58366473	56.24793514	83.51394949	47.44646672	82.62212401	55.56386503	85.81037514	55.31550906	80.25186069	50.25047086	71.95138521	65.31403223	77.93874403	40.7498794	77.20465729
30.05228987	96.61754235	46.4807681	83.51821167	53.08124169	79.29725077	51.2821	78.718	50.48801364	83.09951912	58.27227859	69.90027296	55.40652083	80.26667197	53.38528063	78.87113626	55.04412336	83.54141063	54.57572859	77.53628847	50.08705836	73.95187363	64.29521778	84.12585721	43.8568985	77.60984365
28.00332424	46.67219195	53.17465627	84.26056799	56.47538337	79.1678401	50	78.718	49.96490538	83.7083177	51.82812745	70.35264921	53.28396884	84.26359922	49.45270777	79.9306028	50.44418532	78.19588831	54.41309365	78.22908659	50.23107188	80.64738706	38.79801214	74.61063043	42.3678225	73.63827183
75.40122686	88.63907662	45.27200294	85.23707942	49.57091141	79.03812388	47.9487	77.5641	50.75210826	82.9019501	44.84998426	70.39520297	44.67676155	80.23828555	54.80268254	75.36398499	43.827709	71.04705221	55.0745059	79.81754642	50.20774112	73.11450352	34.67575731	79.63759877	39.46295984	78.4599739
38.98001542	87.32216069	36.03340215	53.37168776	37.6277033	74.55750434	29.7436	59.8718	27.42242921	51.43887623	24.27038239	50.48556769	30.01126425	68.14675637	37.08824513	60.8572275	37.79143238	66.85464103	29.43296052	60.80177654	30.49950617	53.61252767	30.71926194	58.81206008	44.51733395	70.36934983
65.21991355	84.68295493	28.27119417	72.84023126	32.26370009	70.3166389	29.7436	62.1795	27.6740834	51.30411215	34.74247144	70.33993489	29.74525392	74.40452683	32.37596192	68.51082046	29.29278311	59.79199693	29.42268607	63.06846482	30.52036124	65.10040907	34.10515093	64.12919723	41.636093	76.24922292
73.05398996	29.38080856	25.05480608	71.54859792	32.54238034	70.70241721	31.2821	62.5641	27.53739532	51.59365408	37.79931493	70.46953588	37.30994835	72.5861552	37.47701388	63.78868557	32.19209695	60.20065091	29.00561416	63.39075133	30.45495589	63.50177878	33.42337185	67.09574336	45.42293218	69.09550167
34.39836164	59.5444469	64.758887	82.31522364	52.82501719	85.57813388	57.9487	99.4872	52.26334738	94.24932783	49.78694106	89.65804699	61.13594691	82.53756936	52.4066489	96.42541501	51.43393552	99.25686729	58.46183859	90.26532639	50.41647723	97.26969196	66.31380967	98.93102704	42.00285627	97.83761472
43.49045013	40.78254207	63.14452748	85.23669633	58.52828954	78.97870425	61.7949	99.1026	51.73728166	92.97911753	59.75149741	89.73193252	61.72061919	85.70569345	50.29704327	99.64417917	67.46413981	95.99996391	57.99780474	92.15990861	69.52506938	93.59805021	65.30963145	98.16515684	76.10562903	95.30498058
55.13873797	30.72576036	50.42467869	85.17474759	56.26583426	79.25293949	64.8718	97.5641	75.87096369	88.38644174	64.77479924	90.13231674	63.60937986	83.36002884	61.56332438	89.86413886	65.15070528	92.50263374	57.54947408	90.74890656	69.5202566	97.19387602	65.71407607	99.28376395	79.20256268	92.40721563
43.68439343	32.82300987	70.64499626	82.43091876	57.07589242	79.19392254	68.4615	94.1026	75.24432621	83.90349738	70.8444476	89.92420902	70.72371623	87.15220752	61.08656039	89.22435565	65.5834277	93.51706094	59.52992846	88.32727415	69.49897007	92.12048993	67.59345319	90.95190982	84.84824409	95.42480453
35.90360973	91.11186308	63.14904908	83.94685535	54.25640238	79.31386485	70.7692	91.0256	75.19829529	83.46230334	70.60594551	90.04206196	75.00639264	82.42583516	59.2364904	91.48110058	69.28897314	99.57959113	58.24939106	92.12968148	69.52861566	91.62208824	66.38801732	89.28123047	81.56447532	83.79290723
45.37801888	29.16921665	62.82402452	84.96618595	62.68567125	78.17474327	72.0513	86.4103	75.70104153	82.91945886	78.64248839	89.55120323	75.09254978	83.43739071	66.15400509	84.11193703	81.26944055	80.63594493	58.02451401	91.69442117	69.49976693	84.47968329	67.80618811	91.68817735	85.4461864	83.07829384
39.77748287	43.75581895	70.23686952	82.17115106	68.08560586	76.1123175	73.8462	83.3333	75.47933966	82.88405139	70.81069225	89.59265401	70.32792918	82.0293547	67.23133478	85.05564081	78.57574484	76.81570309	58.38212449	90.55347607	69.50380137	81.81540562	70.96261031	86.51812135	80.31249138	76.51623895
38.66446116	33.31723848	70.04273524	80.38502135	65.11812196	77.39918845	75.1282	79.1026	75.19456687	82.93211578	66.76994662	70.42337521	70.86333083	79.40817475	73.70990687	78.2706109	74.1867735	74.34420415	62.56675904	77.74393476	69.4875894	81.83598756	71.99363717	78.82094807	80.7662323	79.89606568
39.04403669	84.67601083	72.57062345	80.97121843	68.7456313	75.79005545	76.6667	75.2564	74.82025396	82.96238879	73.33636816	70.31692717	75.77990482	79.88619942	76.58045136	72.89153368	72.62220941	74.52696565	72.17582431	63.12892942	69.51911573	71.11596722	72.47983433	80.80068306	82.67011248	81.71147985
91.63996144	79.40660306	75.13071604	79.98409314	63.09022514	78.0414095	77.6923	71.4103	75.16434049	83.03499717	73.10514816	70.30051188	78.09365907	77.75955818	78.87658116	71.56252768	75.14151959	73.81966846	79.47276157	63.40868612	69.50437629	70.49344382	74.07842923	72.95153085	77.16362548	73.52371896
47.48813268	85.38993338	83.29390573	70.77843179	77.20458932	69.31214977	79.7436	66.7949	75.26335555	82.9452793	74.67825414	70.44531419	76.74576122	71.97336009	77.44900214	72.44730949	75.16866784	73.90044488	80.35770088	63.29543754	69.51257301	61.49756395	72.03628802	69.71604842	74.07070003	68.47956429
